,ds,yhat,yhat_lower,yhat_upper
0,2015-09-13,74.70134026288481,73.97907237382115,75.42438266336725
1,2015-09-20,74.04973897409208,73.28432805906407,74.77731215235677
2,2015-09-27,73.06438724246969,72.27925347960363,73.778680534
3,2015-10-04,71.20604105924275,70.40796130526223,71.98158799712633
4,2015-10-11,70.35624181673263,69.54903689420158,71.08194466691472
5,2015-10-18,70.48529127413398,69.6958526047915,71.24217544310196
6,2015-10-25,70.05391326866116,69.28373795856382,70.80468421258969
7,2015-11-01,69.03435656962282,68.2906849353864,69.78132721246074
8,2015-11-08,67.40957464089416,66.61400021924717,68.14503371878652
9,2015-11-15,66.99912577637662,66.23377775687554,67.7709656448601
10,2015-11-22,66.57505513713375,65.8537328759384,67.39956788285899
11,2015-11-29,67.02842381538758,66.3165495033968,67.83244326385424
12,2015-12-06,65.0759233719896,64.31152841321958,65.81664119238182
13,2015-12-13,61.62770834776566,60.91331852130359,62.45293915441696
14,2015-12-20,62.2800029124185,61.538716205041744,63.01877347404339
15,2015-12-27,66.0069751376243,65.31147721127999,66.76238481094717
16,2016-01-03,64.17603070968887,63.39789452746138,64.87671313871347
17,2016-01-10,60.914148956864054,60.15430791892547,61.68110172967487
18,2016-01-17,61.19952018515354,60.50381922112982,61.91518196588882
19,2016-01-24,61.28431519639405,60.50166724978547,62.054314275797
20,2016-01-31,61.21745619169668,60.45343392958802,61.959144787224105
21,2016-02-07,60.47825662523506,59.68426881880643,61.236742000797705
22,2016-02-14,60.08576493088225,59.31518003677007,60.85945317057802
23,2016-02-21,60.49600271546885,59.70628759104119,61.24840018742322
24,2016-02-28,60.73282218996894,59.99721904726355,61.524606371156345
25,2016-03-06,60.07136960343229,59.297797685814835,60.860479784387714
26,2016-03-13,60.653754076221176,59.9210517077203,61.37363630396894
27,2016-03-20,61.441333757552314,60.66753812058685,62.17513394809343
28,2016-03-27,61.99273480552823,61.237601374109616,62.737703500295446
29,2016-04-03,61.31581403185681,60.55246378158931,62.08177493943963
30,2016-04-10,60.33472543485039,59.59588002574056,61.142727182788846
31,2016-04-17,60.77124889952878,60.06935409234208,61.54508122636586
32,2016-04-24,60.71570818440328,59.95056429867701,61.47284180763257
33,2016-05-01,61.05892746321979,60.26074367581928,61.80089330048989
34,2016-05-08,61.55937313933708,60.81143294670864,62.32639581814256
35,2016-05-15,61.833867783870666,61.074874737142785,62.5468820861576
36,2016-05-22,61.815174241692574,61.0754173836319,62.58357117839282
37,2016-05-29,63.09570217578696,62.354008313196,63.87073793048525
38,2016-06-05,64.05499958826955,63.291163772261775,64.75229690668836
39,2016-06-12,64.99179277954727,64.20646650505594,65.70695357421522
40,2016-06-19,65.44830752142319,64.72209369114503,66.15695548129833
41,2016-06-26,65.32547677643025,64.54963634402979,66.10018754041943
42,2016-07-03,65.01351702956762,64.26584786043829,65.84556166141931
