,std_nb,date,median_price
0,Bayview,2015-05-10,110.0
1,Bayview,2015-05-17,100.0
2,Bayview,2015-05-24,100.0
3,Bayview,2015-05-31,101.0
4,Bayview,2015-06-07,101.0
5,Bayview,2015-06-14,101.0
6,Bayview,2015-06-21,100.0
7,Bayview,2015-06-28,101.0
8,Bayview,2015-07-05,100.0
9,Bayview,2015-07-12,100.0
10,Bayview,2015-07-19,100.0
11,Bayview,2015-07-26,100.0
12,Bayview,2015-08-02,100.0
13,Bayview,2015-09-06,117.0
14,Bayview,2015-09-13,109.0
15,Bayview,2015-09-20,99.0
16,Bayview,2015-09-27,109.0
17,Bayview,2015-10-04,99.0
18,Bayview,2015-10-11,100.0
19,Bayview,2015-10-18,100.0
20,Bayview,2015-10-25,101.0
21,Bayview,2015-11-01,100.0
22,Bayview,2015-11-08,99.0
23,Bayview,2015-11-15,99.0
24,Bayview,2015-11-22,95.0
25,Bayview,2015-11-29,95.0
26,Bayview,2015-12-06,92.0
27,Bayview,2015-12-13,94.25
28,Bayview,2015-12-20,91.25
29,Bayview,2015-12-27,92.5
30,Bayview,2016-01-03,99.0
31,Bayview,2016-01-10,98.25
32,Bayview,2016-01-17,99.0
33,Bayview,2016-01-24,99.0
34,Bayview,2016-01-31,99.0
35,Bayview,2016-02-07,105.0
36,Bayview,2016-02-14,99.0
37,Bayview,2016-02-21,99.0
38,Bayview,2016-02-28,99.0
39,Bayview,2016-03-06,99.0
40,Bayview,2016-03-13,95.0
41,Bayview,2016-03-20,95.0
42,Bayview,2016-03-27,95.0
43,Bayview,2016-04-03,95.0
44,Bayview,2016-04-10,95.0
45,Bayview,2016-04-17,95.0
46,Bayview,2016-04-24,95.0
47,Bayview,2016-05-01,95.0
48,Bayview,2016-05-08,95.0
49,Bayview,2016-05-15,95.0
50,Bayview,2016-05-22,95.0
51,Bayview,2016-05-29,99.0
52,Bayview,2016-06-05,99.0
53,Bayview,2016-06-12,95.0
54,Bayview,2016-06-19,90.0
55,Bayview,2016-06-26,95.0
56,Bayview,2016-07-03,95.0
57,Bayview,2016-07-10,98.0
58,Bayview,2016-07-17,91.5
59,Bayview,2016-07-24,96.0
60,Bayview,2016-07-31,99.0
61,Bayview,2016-08-07,99.0
62,Bayview,2016-08-14,90.0
63,Bayview,2016-08-21,89.0
64,Bayview,2016-08-28,90.0
65,Bayview,2016-09-04,89.0
66,Bayview,2016-09-11,99.0
67,Bayview,2016-09-18,100.0
68,Bayview,2016-09-25,90.5
69,Bayview,2016-10-02,88.5
70,Bayview,2016-10-09,85.0
71,Bayview,2016-10-16,85.66666666666667
72,Bayview,2016-10-23,85.33333333333333
73,Bayview,2016-10-30,85.16666666666666
74,Bayview,2016-11-06,79.0
75,Bayview,2016-11-13,77.83333333333333
76,Bayview,2016-11-20,77.33333333333333
77,Bayview,2016-11-27,79.0
78,Bayview,2016-12-04,77.0
79,Bayview,2016-12-11,77.0
80,Bayview,2016-12-18,77.5
81,Bayview,2016-12-25,79.66666666666667
82,Bayview,2017-01-01,80.0
83,Bayview,2017-01-08,75.0
84,Bayview,2017-01-15,75.0
85,Bayview,2017-01-22,73.0
86,Bayview,2017-01-29,75.0
87,Bayview,2017-02-05,71.83333333333334
88,Bayview,2017-02-12,75.0
89,Bayview,2017-02-19,74.0
90,Bayview,2017-02-26,72.66666666666667
91,Bayview,2017-03-05,75.0
92,Bayview,2017-03-12,75.0
93,Bayview,2017-03-19,74.75
94,Bayview,2017-03-26,75.0
95,Bayview,2017-04-02,75.0
96,Bayview,2017-04-09,75.0
97,Bayview,2017-04-16,75.0
98,Bayview,2017-04-23,75.0
99,Bayview,2017-04-30,75.5
100,Bayview,2017-05-07,77.0
101,Bayview,2017-05-14,79.0
102,Bayview,2017-05-21,80.0
103,Bayview,2017-05-28,76.0
104,Bayview,2017-06-04,80.0
105,Bayview,2017-06-11,83.5
106,Bayview,2017-06-18,85.66666666666667
107,Bayview,2017-06-25,86.5
108,Bayview,2017-07-02,89.0
109,Bayview,2017-07-09,92.0
110,Bayview,2017-07-16,99.0
111,Bayview,2017-07-23,99.0
112,Bayview,2017-07-30,96.75
113,Bayview,2017-08-06,99.0
114,Bayview,2017-08-13,100.0
115,Bayview,2017-08-20,99.0
116,Bayview,2017-08-27,97.33333333333333
117,Bayview,2017-09-03,98.0
118,Bayview,2017-09-10,89.0
119,Bayview,2017-09-17,92.0
120,Bayview,2017-09-24,92.0
121,Bayview,2017-10-01,90.0
122,Bayview,2017-10-08,96.0
123,Bayview,2017-10-15,95.0
124,Bayview,2017-10-22,89.5
125,Bayview,2017-10-29,89.0
126,Bayview,2017-11-05,89.0
127,Bayview,2017-11-12,86.0
128,Bayview,2017-11-19,80.0
129,Bayview,2017-11-26,80.25
130,Bayview,2017-12-03,80.0
131,Bayview,2017-12-10,80.0
132,Bayview,2017-12-17,79.0
133,Bayview,2017-12-24,80.6
134,Bayview,2017-12-31,80.6
135,Bayview,2018-01-07,79.0
136,Bayview,2018-01-14,76.5
137,Bayview,2018-01-21,75.66666666666667
138,Bayview,2018-01-28,75.0
139,Bayview,2018-02-04,76.2
140,Bayview,2018-02-11,75.0
141,Bayview,2018-02-18,75.0
142,Bayview,2018-02-25,75.0
143,Bayview,2018-03-04,75.6
144,Bayview,2018-03-11,75.0
145,Bayview,2018-03-18,75.0
146,Bayview,2018-03-25,75.0
147,Bayview,2018-04-01,75.0
148,Bayview,2018-04-08,75.0
149,Bayview,2018-04-15,74.25
150,Bayview,2018-04-22,75.66666666666667
151,Bayview,2018-04-29,75.66666666666667
152,Bayview,2018-05-06,79.0
153,Bayview,2018-05-13,86.33333333333334
154,Bayview,2018-05-20,85.0
155,Bayview,2018-05-27,80.0
156,Bayview,2018-06-03,87.75
157,Bayview,2018-06-10,89.5
158,Bayview,2018-06-17,90.0
159,Bayview,2018-06-24,94.0
160,Bayview,2018-07-01,91.0
161,Bayview,2018-07-08,98.0
162,Bayview,2018-07-15,98.0
163,Bayview,2018-07-22,99.0
164,Bayview,2018-07-29,98.0
165,Bayview,2018-08-05,99.0
166,Bayview,2018-08-12,110.0
167,Bayview,2018-08-19,102.0
168,Bayview,2018-08-26,88.25
169,Bayview,2018-09-02,84.0
170,Bayview,2018-09-09,91.0
171,Bayview,2018-09-16,91.0
172,Bayview,2018-09-23,92.0
173,Bayview,2018-09-30,91.0
174,Bayview,2018-10-07,79.0
175,Bayview,2018-10-14,85.0
176,Bayview,2018-10-21,85.0
177,Bayview,2018-10-28,84.66666666666666
178,Bayview,2018-11-04,79.0
179,Bayview,2018-11-11,85.0
180,Bayview,2018-11-18,83.33333333333333
181,Bayview,2018-11-25,78.33333333333333
182,Bayview,2018-12-02,79.0
183,Bayview,2018-12-09,75.0
184,Bayview,2018-12-16,70.0
185,Bayview,2018-12-23,73.0
186,Bayview,2018-12-30,75.0
187,Bayview,2019-01-06,79.0
188,Bayview,2019-01-13,75.0
189,Bayview,2019-01-20,70.0
190,Bayview,2019-01-27,70.0
191,Bayview,2019-02-03,70.0
192,Bayview,2019-02-10,68.33333333333333
193,Bayview,2019-02-17,69.5
194,Bayview,2019-02-24,69.83333333333334
195,Bayview,2019-03-03,70.0
196,Bayview,2019-03-10,70.0
197,Bayview,2019-03-17,70.0
198,Bayview,2019-03-24,70.0
199,Bayview,2019-03-31,70.0
200,Bayview,2019-04-07,72.25
201,Bayview,2019-04-14,71.75
202,Bayview,2019-04-21,70.0
203,Bayview,2019-04-28,72.33333333333333
204,Bayview,2019-05-05,75.0
205,Bayview,2019-05-12,75.66666666666667
206,Bayview,2019-05-19,75.66666666666667
207,Bayview,2019-05-26,75.66666666666667
208,Bayview,2019-06-02,75.0
209,Bayview,2019-06-09,78.5
210,Bayview,2019-06-16,79.0
211,Bayview,2019-06-23,79.0
212,Bayview,2019-06-30,79.0
213,Bayview,2019-07-07,79.0
214,Bayview,2019-07-14,79.0
215,Bayview,2019-07-21,79.0
216,Bayview,2019-07-28,79.0
217,Bayview,2019-08-04,79.0
218,Bayview,2019-08-11,92.0
219,Bayview,2019-08-18,98.5
220,Bayview,2019-08-25,86.0
221,Bayview,2019-09-01,81.0
222,Bayview,2019-09-08,96.0
223,Bayview,2019-09-15,83.0
224,Bayview,2019-09-22,90.0
225,Bayview,2019-09-29,79.0
226,Bayview,2019-10-06,80.0
227,Bernal Heights,2015-05-10,101.5
228,Bernal Heights,2015-05-17,110.0
229,Bernal Heights,2015-05-24,120.0
230,Bernal Heights,2015-05-31,111.0
231,Bernal Heights,2015-06-07,125.0
232,Bernal Heights,2015-06-14,120.0
233,Bernal Heights,2015-06-21,120.0
234,Bernal Heights,2015-06-28,120.0
235,Bernal Heights,2015-07-05,120.0
236,Bernal Heights,2015-07-12,120.0
237,Bernal Heights,2015-07-19,120.0
238,Bernal Heights,2015-07-26,120.0
239,Bernal Heights,2015-08-02,120.0
240,Bernal Heights,2015-09-06,125.0
241,Bernal Heights,2015-09-13,125.0
242,Bernal Heights,2015-09-20,120.0
243,Bernal Heights,2015-09-27,120.0
244,Bernal Heights,2015-10-04,124.0
245,Bernal Heights,2015-10-11,120.0
246,Bernal Heights,2015-10-18,125.0
247,Bernal Heights,2015-10-25,119.5
248,Bernal Heights,2015-11-01,119.0
249,Bernal Heights,2015-11-08,115.0
250,Bernal Heights,2015-11-15,110.0
251,Bernal Heights,2015-11-22,109.0
252,Bernal Heights,2015-11-29,110.0
253,Bernal Heights,2015-12-06,100.0
254,Bernal Heights,2015-12-13,100.0
255,Bernal Heights,2015-12-20,100.0
256,Bernal Heights,2015-12-27,108.25
257,Bernal Heights,2016-01-03,105.0
258,Bernal Heights,2016-01-10,105.0
259,Bernal Heights,2016-01-17,109.0
260,Bernal Heights,2016-01-24,107.0
261,Bernal Heights,2016-01-31,107.0
262,Bernal Heights,2016-02-07,125.0
263,Bernal Heights,2016-02-14,105.0
264,Bernal Heights,2016-02-21,100.0
265,Bernal Heights,2016-02-28,100.0
266,Bernal Heights,2016-03-06,109.0
267,Bernal Heights,2016-03-13,109.0
268,Bernal Heights,2016-03-20,109.0
269,Bernal Heights,2016-03-27,109.0
270,Bernal Heights,2016-04-03,109.0
271,Bernal Heights,2016-04-10,109.0
272,Bernal Heights,2016-04-17,109.0
273,Bernal Heights,2016-04-24,110.0
274,Bernal Heights,2016-05-01,110.0
275,Bernal Heights,2016-05-08,110.0
276,Bernal Heights,2016-05-15,110.0
277,Bernal Heights,2016-05-22,110.0
278,Bernal Heights,2016-05-29,110.0
279,Bernal Heights,2016-06-05,110.0
280,Bernal Heights,2016-06-12,115.0
281,Bernal Heights,2016-06-19,115.0
282,Bernal Heights,2016-06-26,112.5
283,Bernal Heights,2016-07-03,111.0
284,Bernal Heights,2016-07-10,112.66666666666667
285,Bernal Heights,2016-07-17,110.0
286,Bernal Heights,2016-07-24,112.33333333333333
287,Bernal Heights,2016-07-31,115.0
288,Bernal Heights,2016-08-07,113.0
289,Bernal Heights,2016-08-14,112.0
290,Bernal Heights,2016-08-21,110.0
291,Bernal Heights,2016-08-28,115.0
292,Bernal Heights,2016-09-04,119.0
293,Bernal Heights,2016-09-11,113.33333333333333
294,Bernal Heights,2016-09-18,118.5
295,Bernal Heights,2016-09-25,119.0
296,Bernal Heights,2016-10-02,111.5
297,Bernal Heights,2016-10-09,119.5
298,Bernal Heights,2016-10-16,114.0
299,Bernal Heights,2016-10-23,112.0
300,Bernal Heights,2016-10-30,110.0
301,Bernal Heights,2016-11-06,105.75
302,Bernal Heights,2016-11-13,100.0
303,Bernal Heights,2016-11-20,100.66666666666667
304,Bernal Heights,2016-11-27,105.0
305,Bernal Heights,2016-12-04,103.33333333333333
306,Bernal Heights,2016-12-11,103.5
307,Bernal Heights,2016-12-18,101.5
308,Bernal Heights,2016-12-25,100.0
309,Bernal Heights,2017-01-01,100.0
310,Bernal Heights,2017-01-08,100.0
311,Bernal Heights,2017-01-15,100.0
312,Bernal Heights,2017-01-22,100.0
313,Bernal Heights,2017-01-29,100.0
314,Bernal Heights,2017-02-05,100.0
315,Bernal Heights,2017-02-12,101.5
316,Bernal Heights,2017-02-19,100.0
317,Bernal Heights,2017-02-26,100.0
318,Bernal Heights,2017-03-05,99.0
319,Bernal Heights,2017-03-12,98.33333333333333
320,Bernal Heights,2017-03-19,99.0
321,Bernal Heights,2017-03-26,97.0
322,Bernal Heights,2017-04-02,98.16666666666666
323,Bernal Heights,2017-04-09,110.0
324,Bernal Heights,2017-04-16,100.0
325,Bernal Heights,2017-04-23,99.0
326,Bernal Heights,2017-04-30,100.0
327,Bernal Heights,2017-05-07,99.0
328,Bernal Heights,2017-05-14,100.0
329,Bernal Heights,2017-05-21,100.0
330,Bernal Heights,2017-05-28,104.33333333333333
331,Bernal Heights,2017-06-04,110.0
332,Bernal Heights,2017-06-11,110.0
333,Bernal Heights,2017-06-18,110.0
334,Bernal Heights,2017-06-25,110.0
335,Bernal Heights,2017-07-02,110.0
336,Bernal Heights,2017-07-09,111.0
337,Bernal Heights,2017-07-16,114.33333333333333
338,Bernal Heights,2017-07-23,112.66666666666667
339,Bernal Heights,2017-07-30,110.0
340,Bernal Heights,2017-08-06,117.0
341,Bernal Heights,2017-08-13,115.0
342,Bernal Heights,2017-08-20,114.0
343,Bernal Heights,2017-08-27,110.0
344,Bernal Heights,2017-09-03,111.66666666666667
345,Bernal Heights,2017-09-10,110.0
346,Bernal Heights,2017-09-17,110.0
347,Bernal Heights,2017-09-24,109.0
348,Bernal Heights,2017-10-01,109.16666666666666
349,Bernal Heights,2017-10-08,114.0
350,Bernal Heights,2017-10-15,108.5
351,Bernal Heights,2017-10-22,108.0
352,Bernal Heights,2017-10-29,104.0
353,Bernal Heights,2017-11-05,108.0
354,Bernal Heights,2017-11-12,108.0
355,Bernal Heights,2017-11-19,100.75
356,Bernal Heights,2017-11-26,102.5
357,Bernal Heights,2017-12-03,99.5
358,Bernal Heights,2017-12-10,95.0
359,Bernal Heights,2017-12-17,95.0
360,Bernal Heights,2017-12-24,96.66666666666667
361,Bernal Heights,2017-12-31,106.0
362,Bernal Heights,2018-01-07,100.0
363,Bernal Heights,2018-01-14,97.2
364,Bernal Heights,2018-01-21,97.66666666666667
365,Bernal Heights,2018-01-28,98.0
366,Bernal Heights,2018-02-04,95.0
367,Bernal Heights,2018-02-11,95.0
368,Bernal Heights,2018-02-18,97.5
369,Bernal Heights,2018-02-25,97.58333333333334
370,Bernal Heights,2018-03-04,96.2
371,Bernal Heights,2018-03-11,97.0
372,Bernal Heights,2018-03-18,97.5
373,Bernal Heights,2018-03-25,101.0
374,Bernal Heights,2018-04-01,100.0
375,Bernal Heights,2018-04-08,97.0
376,Bernal Heights,2018-04-15,97.0
377,Bernal Heights,2018-04-22,97.0
378,Bernal Heights,2018-04-29,97.0
379,Bernal Heights,2018-05-06,100.0
380,Bernal Heights,2018-05-13,100.0
381,Bernal Heights,2018-05-20,105.5
382,Bernal Heights,2018-05-27,110.0
383,Bernal Heights,2018-06-03,105.75
384,Bernal Heights,2018-06-10,104.0
385,Bernal Heights,2018-06-17,105.0
386,Bernal Heights,2018-06-24,104.0
387,Bernal Heights,2018-07-01,100.0
388,Bernal Heights,2018-07-08,109.0
389,Bernal Heights,2018-07-15,110.0
390,Bernal Heights,2018-07-22,109.0
391,Bernal Heights,2018-07-29,110.0
392,Bernal Heights,2018-08-05,113.0
393,Bernal Heights,2018-08-12,119.0
394,Bernal Heights,2018-08-19,119.0
395,Bernal Heights,2018-08-26,120.0
396,Bernal Heights,2018-09-02,120.0
397,Bernal Heights,2018-09-09,120.0
398,Bernal Heights,2018-09-16,120.0
399,Bernal Heights,2018-09-23,119.0
400,Bernal Heights,2018-09-30,125.0
401,Bernal Heights,2018-10-07,115.0
402,Bernal Heights,2018-10-14,112.75
403,Bernal Heights,2018-10-21,115.0
404,Bernal Heights,2018-10-28,115.0
405,Bernal Heights,2018-11-04,110.0
406,Bernal Heights,2018-11-11,104.0
407,Bernal Heights,2018-11-18,105.0
408,Bernal Heights,2018-11-25,105.0
409,Bernal Heights,2018-12-02,105.0
410,Bernal Heights,2018-12-09,100.0
411,Bernal Heights,2018-12-16,99.0
412,Bernal Heights,2018-12-23,99.0
413,Bernal Heights,2018-12-30,103.0
414,Bernal Heights,2019-01-06,100.0
415,Bernal Heights,2019-01-13,99.0
416,Bernal Heights,2019-01-20,95.0
417,Bernal Heights,2019-01-27,95.0
418,Bernal Heights,2019-02-03,95.0
419,Bernal Heights,2019-02-10,98.0
420,Bernal Heights,2019-02-17,96.16666666666666
421,Bernal Heights,2019-02-24,95.0
422,Bernal Heights,2019-03-03,95.0
423,Bernal Heights,2019-03-10,100.0
424,Bernal Heights,2019-03-17,100.0
425,Bernal Heights,2019-03-24,103.33333333333333
426,Bernal Heights,2019-03-31,100.0
427,Bernal Heights,2019-04-07,99.0
428,Bernal Heights,2019-04-14,100.0
429,Bernal Heights,2019-04-21,105.5
430,Bernal Heights,2019-04-28,108.33333333333334
431,Bernal Heights,2019-05-05,109.0
432,Bernal Heights,2019-05-12,110.0
433,Bernal Heights,2019-05-19,110.75
434,Bernal Heights,2019-05-26,114.75
435,Bernal Heights,2019-06-02,110.0
436,Bernal Heights,2019-06-09,115.0
437,Bernal Heights,2019-06-16,111.5
438,Bernal Heights,2019-06-23,119.75
439,Bernal Heights,2019-06-30,117.0
440,Bernal Heights,2019-07-07,116.75
441,Bernal Heights,2019-07-14,117.0
442,Bernal Heights,2019-07-21,112.66666666666667
443,Bernal Heights,2019-07-28,115.0
444,Bernal Heights,2019-08-04,116.0
445,Bernal Heights,2019-08-11,121.5
446,Bernal Heights,2019-08-18,120.0
447,Bernal Heights,2019-08-25,120.0
448,Bernal Heights,2019-09-01,120.0
449,Bernal Heights,2019-09-08,130.0
450,Bernal Heights,2019-09-15,120.0
451,Bernal Heights,2019-09-22,120.0
452,Bernal Heights,2019-09-29,120.0
453,Bernal Heights,2019-10-06,108.5
454,Castro/Upper Market,2015-05-10,125.0
455,Castro/Upper Market,2015-05-17,130.0
456,Castro/Upper Market,2015-05-24,135.0
457,Castro/Upper Market,2015-05-31,135.0
458,Castro/Upper Market,2015-06-07,139.0
459,Castro/Upper Market,2015-06-14,139.0
460,Castro/Upper Market,2015-06-21,138.0
461,Castro/Upper Market,2015-06-28,141.0
462,Castro/Upper Market,2015-07-05,140.0
463,Castro/Upper Market,2015-07-12,138.0
464,Castro/Upper Market,2015-07-19,139.0
465,Castro/Upper Market,2015-07-26,140.0
466,Castro/Upper Market,2015-08-02,140.0
467,Castro/Upper Market,2015-09-06,150.0
468,Castro/Upper Market,2015-09-13,149.0
469,Castro/Upper Market,2015-09-20,164.0
470,Castro/Upper Market,2015-09-27,149.0
471,Castro/Upper Market,2015-10-04,149.0
472,Castro/Upper Market,2015-10-11,144.0
473,Castro/Upper Market,2015-10-18,141.5
474,Castro/Upper Market,2015-10-25,140.0
475,Castro/Upper Market,2015-11-01,140.0
476,Castro/Upper Market,2015-11-08,125.0
477,Castro/Upper Market,2015-11-15,127.0
478,Castro/Upper Market,2015-11-22,125.0
479,Castro/Upper Market,2015-11-29,125.0
480,Castro/Upper Market,2015-12-06,120.0
481,Castro/Upper Market,2015-12-13,119.0
482,Castro/Upper Market,2015-12-20,120.0
483,Castro/Upper Market,2015-12-27,120.0
484,Castro/Upper Market,2016-01-03,121.0
485,Castro/Upper Market,2016-01-10,120.0
486,Castro/Upper Market,2016-01-17,124.0
487,Castro/Upper Market,2016-01-24,121.25
488,Castro/Upper Market,2016-01-31,125.0
489,Castro/Upper Market,2016-02-07,140.0
490,Castro/Upper Market,2016-02-14,125.0
491,Castro/Upper Market,2016-02-21,122.0
492,Castro/Upper Market,2016-02-28,123.0
493,Castro/Upper Market,2016-03-06,125.0
494,Castro/Upper Market,2016-03-13,125.0
495,Castro/Upper Market,2016-03-20,125.0
496,Castro/Upper Market,2016-03-27,125.0
497,Castro/Upper Market,2016-04-03,125.0
498,Castro/Upper Market,2016-04-10,125.0
499,Castro/Upper Market,2016-04-17,125.0
500,Castro/Upper Market,2016-04-24,125.0
501,Castro/Upper Market,2016-05-01,125.0
502,Castro/Upper Market,2016-05-08,129.0
503,Castro/Upper Market,2016-05-15,130.0
504,Castro/Upper Market,2016-05-22,130.0
505,Castro/Upper Market,2016-05-29,130.0
506,Castro/Upper Market,2016-06-05,133.0
507,Castro/Upper Market,2016-06-12,135.0
508,Castro/Upper Market,2016-06-19,135.0
509,Castro/Upper Market,2016-06-26,140.0
510,Castro/Upper Market,2016-07-03,135.0
511,Castro/Upper Market,2016-07-10,140.0
512,Castro/Upper Market,2016-07-17,138.33333333333334
513,Castro/Upper Market,2016-07-24,135.66666666666669
514,Castro/Upper Market,2016-07-31,139.0
515,Castro/Upper Market,2016-08-07,147.5
516,Castro/Upper Market,2016-08-14,140.0
517,Castro/Upper Market,2016-08-21,140.0
518,Castro/Upper Market,2016-08-28,140.0
519,Castro/Upper Market,2016-09-04,135.0
520,Castro/Upper Market,2016-09-11,135.0
521,Castro/Upper Market,2016-09-18,140.0
522,Castro/Upper Market,2016-09-25,140.0
523,Castro/Upper Market,2016-10-02,140.0
524,Castro/Upper Market,2016-10-09,150.0
525,Castro/Upper Market,2016-10-16,130.66666666666666
526,Castro/Upper Market,2016-10-23,130.0
527,Castro/Upper Market,2016-10-30,128.5
528,Castro/Upper Market,2016-11-06,125.0
529,Castro/Upper Market,2016-11-13,125.0
530,Castro/Upper Market,2016-11-20,121.66666666666667
531,Castro/Upper Market,2016-11-27,125.0
532,Castro/Upper Market,2016-12-04,120.0
533,Castro/Upper Market,2016-12-11,113.33333333333333
534,Castro/Upper Market,2016-12-18,116.33333333333333
535,Castro/Upper Market,2016-12-25,115.0
536,Castro/Upper Market,2017-01-01,119.66666666666667
537,Castro/Upper Market,2017-01-08,117.25
538,Castro/Upper Market,2017-01-15,118.33333333333333
539,Castro/Upper Market,2017-01-22,120.0
540,Castro/Upper Market,2017-01-29,115.0
541,Castro/Upper Market,2017-02-05,115.0
542,Castro/Upper Market,2017-02-12,115.0
543,Castro/Upper Market,2017-02-19,119.0
544,Castro/Upper Market,2017-02-26,118.33333333333333
545,Castro/Upper Market,2017-03-05,120.0
546,Castro/Upper Market,2017-03-12,119.0
547,Castro/Upper Market,2017-03-19,115.0
548,Castro/Upper Market,2017-03-26,114.0
549,Castro/Upper Market,2017-04-02,112.5
550,Castro/Upper Market,2017-04-09,120.0
551,Castro/Upper Market,2017-04-16,118.0
552,Castro/Upper Market,2017-04-23,120.0
553,Castro/Upper Market,2017-04-30,120.0
554,Castro/Upper Market,2017-05-07,120.0
555,Castro/Upper Market,2017-05-14,120.0
556,Castro/Upper Market,2017-05-21,125.0
557,Castro/Upper Market,2017-05-28,121.83333333333334
558,Castro/Upper Market,2017-06-04,126.83333333333334
559,Castro/Upper Market,2017-06-11,129.0
560,Castro/Upper Market,2017-06-18,131.33333333333334
561,Castro/Upper Market,2017-06-25,134.5
562,Castro/Upper Market,2017-07-02,132.0
563,Castro/Upper Market,2017-07-09,136.66666666666666
564,Castro/Upper Market,2017-07-16,140.0
565,Castro/Upper Market,2017-07-23,140.0
566,Castro/Upper Market,2017-07-30,140.0
567,Castro/Upper Market,2017-08-06,141.66666666666666
568,Castro/Upper Market,2017-08-13,145.0
569,Castro/Upper Market,2017-08-20,138.5
570,Castro/Upper Market,2017-08-27,140.0
571,Castro/Upper Market,2017-09-03,140.0
572,Castro/Upper Market,2017-09-10,149.0
573,Castro/Upper Market,2017-09-17,139.83333333333334
574,Castro/Upper Market,2017-09-24,138.33333333333334
575,Castro/Upper Market,2017-10-01,140.0
576,Castro/Upper Market,2017-10-08,150.0
577,Castro/Upper Market,2017-10-15,136.5
578,Castro/Upper Market,2017-10-22,135.0
579,Castro/Upper Market,2017-10-29,133.0
580,Castro/Upper Market,2017-11-05,130.0
581,Castro/Upper Market,2017-11-12,135.0
582,Castro/Upper Market,2017-11-19,125.0
583,Castro/Upper Market,2017-11-26,122.0
584,Castro/Upper Market,2017-12-03,120.0
585,Castro/Upper Market,2017-12-10,120.0
586,Castro/Upper Market,2017-12-17,119.0
587,Castro/Upper Market,2017-12-24,112.0
588,Castro/Upper Market,2017-12-31,110.0
589,Castro/Upper Market,2018-01-07,111.5
590,Castro/Upper Market,2018-01-14,120.0
591,Castro/Upper Market,2018-01-21,110.0
592,Castro/Upper Market,2018-01-28,110.0
593,Castro/Upper Market,2018-02-04,114.0
594,Castro/Upper Market,2018-02-11,110.0
595,Castro/Upper Market,2018-02-18,110.0
596,Castro/Upper Market,2018-02-25,110.0
597,Castro/Upper Market,2018-03-04,110.9
598,Castro/Upper Market,2018-03-11,120.0
599,Castro/Upper Market,2018-03-18,124.0
600,Castro/Upper Market,2018-03-25,125.0
601,Castro/Upper Market,2018-04-01,125.0
602,Castro/Upper Market,2018-04-08,119.5
603,Castro/Upper Market,2018-04-15,119.16666666666666
604,Castro/Upper Market,2018-04-22,130.5
605,Castro/Upper Market,2018-04-29,125.0
606,Castro/Upper Market,2018-05-06,125.0
607,Castro/Upper Market,2018-05-13,125.0
608,Castro/Upper Market,2018-05-20,125.0
609,Castro/Upper Market,2018-05-27,130.0
610,Castro/Upper Market,2018-06-03,125.0
611,Castro/Upper Market,2018-06-10,125.75
612,Castro/Upper Market,2018-06-17,129.0
613,Castro/Upper Market,2018-06-24,140.0
614,Castro/Upper Market,2018-07-01,140.0
615,Castro/Upper Market,2018-07-08,135.0
616,Castro/Upper Market,2018-07-15,140.0
617,Castro/Upper Market,2018-07-22,140.0
618,Castro/Upper Market,2018-07-29,140.0
619,Castro/Upper Market,2018-08-05,131.0
620,Castro/Upper Market,2018-08-12,145.0
621,Castro/Upper Market,2018-08-19,149.0
622,Castro/Upper Market,2018-08-26,150.5
623,Castro/Upper Market,2018-09-02,148.5
624,Castro/Upper Market,2018-09-09,150.0
625,Castro/Upper Market,2018-09-16,150.0
626,Castro/Upper Market,2018-09-23,150.0
627,Castro/Upper Market,2018-09-30,181.0
628,Castro/Upper Market,2018-10-07,149.0
629,Castro/Upper Market,2018-10-14,143.0
630,Castro/Upper Market,2018-10-21,148.0
631,Castro/Upper Market,2018-10-28,140.0
632,Castro/Upper Market,2018-11-04,136.66666666666666
633,Castro/Upper Market,2018-11-11,131.25
634,Castro/Upper Market,2018-11-18,130.0
635,Castro/Upper Market,2018-11-25,125.0
636,Castro/Upper Market,2018-12-02,124.0
637,Castro/Upper Market,2018-12-09,124.0
638,Castro/Upper Market,2018-12-16,124.0
639,Castro/Upper Market,2018-12-23,123.33333333333333
640,Castro/Upper Market,2018-12-30,125.0
641,Castro/Upper Market,2019-01-06,123.0
642,Castro/Upper Market,2019-01-13,125.0
643,Castro/Upper Market,2019-01-20,125.0
644,Castro/Upper Market,2019-01-27,125.0
645,Castro/Upper Market,2019-02-03,125.0
646,Castro/Upper Market,2019-02-10,125.0
647,Castro/Upper Market,2019-02-17,128.33333333333334
648,Castro/Upper Market,2019-02-24,125.0
649,Castro/Upper Market,2019-03-03,128.16666666666669
650,Castro/Upper Market,2019-03-10,130.0
651,Castro/Upper Market,2019-03-17,129.0
652,Castro/Upper Market,2019-03-24,140.0
653,Castro/Upper Market,2019-03-31,133.0
654,Castro/Upper Market,2019-04-07,141.5
655,Castro/Upper Market,2019-04-14,141.0
656,Castro/Upper Market,2019-04-21,135.0
657,Castro/Upper Market,2019-04-28,135.83333333333331
658,Castro/Upper Market,2019-05-05,143.0
659,Castro/Upper Market,2019-05-12,145.0
660,Castro/Upper Market,2019-05-19,145.0
661,Castro/Upper Market,2019-05-26,144.0
662,Castro/Upper Market,2019-06-02,143.33333333333334
663,Castro/Upper Market,2019-06-09,144.33333333333331
664,Castro/Upper Market,2019-06-16,140.0
