,ds,yhat,yhat_lower,yhat_upper
0,2015-09-06,137.8510286816059,135.45722285125348,140.17615638055824
1,2015-09-13,134.85629080225226,132.59440403060958,137.2126125488527
2,2015-09-20,140.6995789704223,138.23788557299187,143.23984301628892
3,2015-09-27,133.88468083975724,131.48841254675844,136.34208717902072
4,2015-10-04,132.33465765058145,129.92848701529502,134.8509505446959
5,2015-10-11,129.86565529565485,127.59370075905707,132.40726484887566
6,2015-10-18,129.68066709180448,127.38261965583455,131.9627667946247
7,2015-10-25,127.96339710455288,125.65069443220372,130.5466092471984
8,2015-11-01,126.03581222684808,123.66215685399175,128.6209655622076
9,2015-11-08,123.27346649728136,120.83154907475645,125.57062085131432
10,2015-11-15,119.90983889985904,117.55091543030092,122.24702127788136
11,2015-11-22,119.9796625483302,117.56295191751953,122.32684604133453
12,2015-11-29,118.6423913686994,116.1204278089587,120.9665513554883
13,2015-12-06,115.10914398254447,112.77155202911123,117.41453916621498
14,2015-12-13,112.7882415401995,110.38167157690938,115.35622434295283
15,2015-12-20,114.62363803230743,112.22449964656172,116.88204517914183
16,2015-12-27,113.38845319467404,110.94326192043911,115.97286099641711
17,2016-01-03,113.87117991346746,111.59890255976548,116.17857445525846
18,2016-01-10,113.01753953735329,110.79578665551632,115.32463703358994
19,2016-01-17,114.18058293218287,111.9540760044468,116.5681140909267
20,2016-01-24,113.15892990612188,110.83636214342347,115.4661035693277
21,2016-01-31,113.894617756898,111.4045950047588,116.28588849633785
22,2016-02-07,118.23376690004736,115.86395334121615,120.48804832222817
23,2016-02-14,114.60823272518537,112.15692075455507,117.16295553937034
24,2016-02-21,110.24556634874588,107.87594698247027,112.68130914347319
25,2016-02-28,111.77838273225109,109.54102011949473,114.24064316831549
26,2016-03-06,113.56867663650692,111.27831515513576,115.87398104540533
27,2016-03-13,113.76243905932463,111.40175800083401,116.02196606347412
28,2016-03-20,116.30055817239425,113.82066738200946,118.70028557041348
29,2016-03-27,113.79428106488216,111.3197563166996,116.19683732762365
30,2016-04-03,114.67592534651838,112.23663420074548,116.85155061619491
31,2016-04-10,113.55611573042519,111.21464998524316,115.93452706564898
32,2016-04-17,112.457186224804,110.02842086634243,114.87268932405443
33,2016-04-24,113.34320372926304,111.00761216530704,115.66232115522028
34,2016-05-01,113.43955700658951,110.76614774553939,115.84435941140126
35,2016-05-08,116.83151934432186,114.3813223330674,119.2459348306991
36,2016-05-15,119.14472518713926,116.64233092682187,121.57832782240895
37,2016-05-22,118.81226739465475,116.43986321837679,121.2726407738825
38,2016-05-29,118.71138640458405,116.4889762617201,120.97586406079242
39,2016-06-05,119.38765556176857,116.92473974911324,121.67468762794375
40,2016-06-12,117.98730408115726,115.50746068509332,120.35863843190228
41,2016-06-19,121.45674942177625,118.9584774332133,123.62556376765926
42,2016-06-26,120.87519455067546,118.51447726996383,123.39636436563998
43,2016-07-03,119.75995904843465,117.28338901126796,122.29431552755294
44,2016-07-10,119.42384153207196,117.18705500638643,121.85544316010409
45,2016-07-17,120.27352454766599,117.94248172749391,122.6574177763135
46,2016-07-24,120.51509945806839,118.08667559500651,123.05478296932121
47,2016-07-31,120.9499955182479,118.40909894130598,123.39465648422139
48,2016-08-07,125.73949552179663,123.44534441561134,128.0689730132979
49,2016-08-14,121.91782270571125,119.44822255860771,124.37563437547458
50,2016-08-21,118.30309061215054,115.78184186983866,120.89174048653777
51,2016-08-28,119.06961747621303,116.70977171062471,121.16102627176687
52,2016-09-04,121.51620524631079,119.30239803120004,123.94412778697415
53,2016-09-11,119.18989656984067,116.68125519556864,121.72310532197729
54,2016-09-18,119.99997806759801,117.44701620932693,122.34262378818113
55,2016-09-25,118.59967338455763,116.26341865426046,120.9086270487629
56,2016-10-02,117.6016959088413,115.09320630772287,120.32339512679205
57,2016-10-09,121.33850342310983,118.92337256983802,123.83232222329309
58,2016-10-16,113.97865525691627,111.65342271190673,116.50543031929597
