date,date,Portland_avg_price,SF_avg_price
2019-01-20,2019-01-20,59.5267542259516,130.5288790064537
2019-01-27,2019-01-27,59.23609923011121,130.32545788454857
2019-02-03,2019-02-03,59.33465159026347,130.3982108829134
2019-02-10,2019-02-10,59.57364392239673,130.1844724181111
2019-02-17,2019-02-17,59.42435612082671,129.29793103448276
2019-02-24,2019-02-24,59.07853995474574,129.67503350170085
2019-03-03,2019-03-03,59.35601944523878,129.62777095109362
2019-03-10,2019-03-10,60.231625013181485,134.00912121783983
2019-03-17,2019-03-17,60.45213782199091,133.4697489615315
2019-03-24,2019-03-24,60.42649152323023,139.39020888665567
2019-03-31,2019-03-31,61.619964704979665,133.66507323026852
2019-04-07,2019-04-07,60.826807922616304,134.45042586231236
2019-04-14,2019-04-14,61.257079550367486,135.53526183862883
2019-04-21,2019-04-21,61.49370110064978,137.70323182100682
2019-04-28,2019-04-28,61.17367447202195,135.28887052341597
2019-05-05,2019-05-05,61.97841277763913,139.9467778335005
2019-05-12,2019-05-12,62.36497727467627,143.50562462995856
2019-05-19,2019-05-19,62.75373817516021,146.91175791175792
2019-05-26,2019-05-26,63.62099843295277,146.5205824317888
2019-06-02,2019-06-02,64.16860588110852,142.81358565958155
2019-06-09,2019-06-09,65.81853186957234,152.94220805101634
2019-06-16,2019-06-16,67.06022396614055,150.908942047558
2019-06-23,2019-06-23,68.14738757473356,154.5039068152221
2019-06-30,2019-06-30,68.62787828947368,150.9005072923272
