,ds,yhat,yhat_lower,yhat_upper
0,2015-09-06,74.35169927568246,72.85781987575533,75.70646616361728
1,2015-09-13,73.00163375406193,71.53343108856795,74.41680493955887
2,2015-09-20,72.00222371519634,70.54413282264103,73.36507488094104
3,2015-09-27,72.08631161385362,70.73929454942143,73.60975174146735
4,2015-10-04,70.74839765092823,69.33901659715883,72.15012393729799
5,2015-10-11,69.48721728441276,68.03886546693364,70.89303963781413
6,2015-10-18,69.95877512940882,68.5475271164638,71.37802503425341
7,2015-10-25,69.67816885558004,68.25533335661027,71.11885596883847
8,2015-11-01,69.12432208099794,67.65779465590063,70.52774835340594
9,2015-11-08,67.77390717904866,66.372831354355,69.24013049795329
10,2015-11-15,66.84505633401827,65.41264368633871,68.18407748743131
11,2015-11-22,66.79062487324768,65.36888447374007,68.19850339222909
12,2015-11-29,67.5977478193975,66.10723683267226,68.93772936065515
13,2015-12-06,66.7079607684202,65.24889722528096,68.11445450796887
14,2015-12-13,63.05605836736775,61.590295129003906,64.57166364656965
15,2015-12-20,63.036829807956835,61.642025889942424,64.49176105667941
16,2015-12-27,64.98080042339116,63.60969006977526,66.33292676807132
17,2016-01-03,64.14104221602697,62.69331670778433,65.64834562658697
18,2016-01-10,62.20314998298113,60.86305343852807,63.71835453903747
19,2016-01-17,62.421046149335965,61.04813930283838,63.87113212387943
20,2016-01-24,62.34382422132619,60.99306032959908,63.859786351719535
21,2016-01-31,61.942408482254585,60.49112528488411,63.41550869708526
22,2016-02-07,61.021735633673224,59.50235005162686,62.471067365950354
23,2016-02-14,60.64868242967049,59.20040816432049,62.11267211922529
24,2016-02-21,60.663814720476935,59.278372655141176,62.03772055744884
25,2016-02-28,60.68500030602057,59.20024354104366,62.120581081871876
26,2016-03-06,61.327260965849845,59.85216882217503,62.704971670126135
27,2016-03-13,61.36981945036248,59.920595467937254,62.67525319728385
28,2016-03-20,62.301336850226036,60.70972328131033,63.6908428595811
29,2016-03-27,62.8246803797067,61.32766937411604,64.19209058000024
30,2016-04-03,61.859598493491134,60.518621699598356,63.29205301706499
31,2016-04-10,60.29840255815891,58.942223262279605,61.684413714932134
32,2016-04-17,60.43652298618523,59.01145880554108,61.86758948494498
33,2016-04-24,60.262834888017515,58.82371429412835,61.69623051650472
34,2016-05-01,60.39496056844266,58.93875623394062,61.81837645790641
35,2016-05-08,61.387748000638034,60.069850814381645,62.85255034177144
36,2016-05-15,61.67959118260433,60.235175963509974,63.23586833325796
37,2016-05-22,61.31355675197767,59.94586690497398,62.746092293337576
38,2016-05-29,62.60071719896301,61.1256126730629,64.0444895173631
39,2016-06-05,64.8818538179741,63.30122431960683,66.2243593635515
40,2016-06-12,65.27493351035423,63.8083861756308,66.65208331093558
41,2016-06-19,65.99533533926713,64.54177658445937,67.49336483215112
42,2016-06-26,65.86024715709604,64.4440038037375,67.11754945585668
43,2016-07-03,65.28273814462872,63.86519338282193,66.65382671031853
44,2016-07-10,64.74149236536527,63.39211841521414,66.13818458266577
45,2016-07-17,64.72162303146581,63.30629822199109,66.16181719990675
46,2016-07-24,64.77220910059172,63.29728540598188,66.1085379466899
47,2016-07-31,64.91388200274815,63.47216980329063,66.25598281815388
48,2016-08-07,65.4249713827335,64.03971232782185,66.83681502127908
49,2016-08-14,66.39386713459776,64.9845541352272,67.7038468362415
50,2016-08-21,66.16891549428384,64.79430545789728,67.61642473770563
51,2016-08-28,66.2900415567918,65.04987375833583,67.74699200743662
